race_id,sidecar_path,csv_path,csv_exists,runner_count,status,weather_present,track_condition_present,both_weather_track_present,weather,track_condition,metadata_is_leakage_safe,weather_track_metadata_is_leakage_safe,weather_track_metadata_source,weather_track_metadata_source_url,metadata_captured_at,race_date,race_time,rejected_reasons
Race 7 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224245+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224245+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/7/signup-wa?trial=false,2026-06-13T12:43:51Z,2026-06-13,10:58 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224245+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224245+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T12:43:54Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 12 - GRDN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224359+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224359+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-13/12/red-tv-pathways?trial=false,2026-06-13T12:44:52Z,2026-06-13,10:55 PM,weather_track_metadata_is_leakage_safe_not_true
Race 7 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224359+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224359+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/7/signup-wa?trial=false,2026-06-13T12:44:54Z,2026-06-13,10:58 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224359+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224359+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T12:44:57Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 12 - GRDN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224550+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224550+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-13/12/red-tv-pathways?trial=false,2026-06-13T12:46:42Z,2026-06-13,10:55 PM,weather_track_metadata_is_leakage_safe_not_true
Race 7 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224550+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224550+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/7/signup-wa?trial=false,2026-06-13T12:46:44Z,2026-06-13,10:58 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224550+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224550+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T12:46:47Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 12 - GRDN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224652+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224652+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-13/12/red-tv-pathways?trial=false,2026-06-13T12:47:43Z,2026-06-13,10:55 PM,weather_track_metadata_is_leakage_safe_not_true
Race 7 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224652+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224652+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/7/signup-wa?trial=false,2026-06-13T12:47:46Z,2026-06-13,10:58 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224652+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224652+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T12:47:49Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 12 - GRDN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224811+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224811+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-13/12/red-tv-pathways?trial=false,2026-06-13T12:49:09Z,2026-06-13,10:55 PM,weather_track_metadata_is_leakage_safe_not_true
Race 7 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224811+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224811+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/7/signup-wa?trial=false,2026-06-13T12:49:12Z,2026-06-13,10:58 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224811+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T224811+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T12:49:14Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 12 - GRDN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225007+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225007+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-13/12/red-tv-pathways?trial=false,2026-06-13T12:51:04Z,2026-06-13,10:55 PM,weather_track_metadata_is_leakage_safe_not_true
Race 7 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225007+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225007+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/7/signup-wa?trial=false,2026-06-13T12:51:09Z,2026-06-13,10:58 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225007+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225007+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T12:51:11Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 10 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225221+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225221+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/10/tommy-shelby-stud?trial=false,2026-06-13T12:53:30Z,2026-06-13,11:52 PM,weather_track_metadata_is_leakage_safe_not_true
Race 12 - GRDN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225221+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225221+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 12 - GRDN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-13/12/red-tv-pathways?trial=false,2026-06-13T12:53:17Z,2026-06-13,10:55 PM,weather_track_metadata_is_leakage_safe_not_true
Race 7 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225221+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225221+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/7/signup-wa?trial=false,2026-06-13T12:53:21Z,2026-06-13,10:58 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225221+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225221+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T12:53:24Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 10 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225526+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225526+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/10/tommy-shelby-stud?trial=false,2026-06-13T12:56:28Z,2026-06-13,11:52 PM,weather_track_metadata_is_leakage_safe_not_true
Race 7 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225526+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225526+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/7/signup-wa?trial=false,2026-06-13T12:56:21Z,2026-06-13,10:58 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225526+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225526+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T12:56:24Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 10 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225719+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225719+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/10/tommy-shelby-stud?trial=false,2026-06-13T12:58:21Z,2026-06-13,11:52 PM,weather_track_metadata_is_leakage_safe_not_true
Race 7 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225719+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225719+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 7 - CANN - 2026-06-13.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/7/signup-wa?trial=false,2026-06-13T12:58:13Z,2026-06-13,10:58 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225719+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225719+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T12:58:15Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 10 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225823+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225823+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/10/tommy-shelby-stud?trial=false,2026-06-13T12:59:22Z,2026-06-13,11:52 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225823+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225823+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T12:59:17Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 10 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225924+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225924+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/10/tommy-shelby-stud?trial=false,2026-06-13T13:00:35Z,2026-06-13,11:52 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225924+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T225924+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T13:00:28Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 10 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230037+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230037+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/10/tommy-shelby-stud?trial=false,2026-06-13T13:01:45Z,2026-06-13,11:52 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230037+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230037+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T13:01:38Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 10 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230147+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230147+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/10/tommy-shelby-stud?trial=false,2026-06-13T13:02:50Z,2026-06-13,11:52 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230147+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230147+1000_odds_capture_autopilot/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T13:02:44Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
Race 10 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230211+1000_daemon/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230211+1000_daemon/odds_capture_refreshed_upcoming/Race 10 - CANN - 2026-06-13.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/10/tommy-shelby-stud?trial=false,2026-06-13T13:05:05Z,2026-06-13,11:52 PM,weather_track_metadata_is_leakage_safe_not_true
Race 8 - CANN - 2026-06-13,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230211+1000_daemon/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/shadow_autopilot_v1_20260613T230211+1000_daemon/odds_capture_refreshed_upcoming/Race 8 - CANN - 2026-06-13.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/cannington/2026-06-13/8/fuller-fitness?trial=false,2026-06-13T13:04:59Z,2026-06-13,11:21 PM,weather_track_metadata_is_leakage_safe_not_true
