race_id,sidecar_path,csv_path,csv_exists,runner_count,status,weather_present,track_condition_present,both_weather_track_present,weather,track_condition,metadata_is_leakage_safe,weather_track_metadata_is_leakage_safe,weather_track_metadata_source,weather_track_metadata_source_url,metadata_captured_at,race_date,race_time,rejected_reasons
Race 6 - GOULBURN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T140457+1000_daemon_autopilot/eligible_inputs/source_0009/Race 6 - GOULBURN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T140457+1000_daemon_autopilot/eligible_inputs/source_0009/Race 6 - GOULBURN - 2026-06-12.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/goulburn/2026-06-12/6/ladbrokes-big-bets-copy-now?trial=false,2026-06-12T04:06:26Z,2026-06-12,2:50 PM,weather_track_metadata_is_leakage_safe_not_true
Race 7 - GOULBURN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T140457+1000_daemon_autopilot/eligible_inputs/source_0010/Race 7 - GOULBURN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T140457+1000_daemon_autopilot/eligible_inputs/source_0010/Race 7 - GOULBURN - 2026-06-12.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/goulburn/2026-06-12/7/goulburn-workers-club?trial=false,2026-06-12T04:06:42Z,2026-06-12,3:11 PM,weather_track_metadata_is_leakage_safe_not_true
Race 1 - GRDN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0001/Race 1 - GRDN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0001/Race 1 - GRDN - 2026-06-12.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-12/1/tg-thegardensgrnsw-maiden-9-15?trial=false,2026-06-12T04:22:47Z,2026-06-12,3:07 PM,weather_track_metadata_is_leakage_safe_not_true
Race 1 - MURR - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0002/Race 1 - MURR - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0002/Race 1 - MURR - 2026-06-12.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/murray-bridge/2026-06-12/1/fresh-pet-food-co-n-p-straight-stake-pr1-divisio?trial=false,2026-06-12T04:23:07Z,2026-06-12,3:41 PM,weather_track_metadata_is_leakage_safe_not_true
Race 11 - TOWNSVILLE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0003/Race 11 - TOWNSVILLE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0003/Race 11 - TOWNSVILLE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/townsville/2026-06-12/11/bet-nation-same-race-multi-5th-grade-h?trial=false,2026-06-12T04:22:42Z,2026-06-12,2:58 PM,weather_track_metadata_is_leakage_safe_not_true
Race 12 - HEA - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0004/Race 12 - HEA - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0004/Race 12 - HEA - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/healesville/2026-06-12/12/sportsbet-more-places?trial=false,2026-06-12T04:22:32Z,2026-06-12,2:42 PM,weather_track_metadata_is_leakage_safe_not_true
Race 12 - TOWNSVILLE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0005/Race 12 - TOWNSVILLE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0005/Race 12 - TOWNSVILLE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/townsville/2026-06-12/12/peter-groves?trial=false,2026-06-12T04:22:55Z,2026-06-12,3:20 PM,weather_track_metadata_is_leakage_safe_not_true
Race 2 - GRDN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0006/Race 2 - GRDN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0006/Race 2 - GRDN - 2026-06-12.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-12/2/tg-the-shorty-hotel-9-15?trial=false,2026-06-12T04:23:00Z,2026-06-12,3:30 PM,weather_track_metadata_is_leakage_safe_not_true
Race 3 - GRDN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0007/Race 3 - GRDN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0007/Race 3 - GRDN - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-12/3/geoffrey-redden-digital-pix?trial=false,2026-06-12T04:23:14Z,2026-06-12,3:47 PM,weather_track_metadata_is_leakage_safe_not_true
Race 3 - LADBROKES-Q1-LAKESIDE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0008/Race 3 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0008/Race 3 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/ladbrokes-q1-lakeside/2026-06-12/3/garrard-s-horse-and-hound?trial=false,2026-06-12T04:23:10Z,2026-06-12,3:44 PM,weather_track_metadata_is_leakage_safe_not_true
Race 6 - GOULBURN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0009/Race 6 - GOULBURN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0009/Race 6 - GOULBURN - 2026-06-12.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/goulburn/2026-06-12/6/ladbrokes-big-bets-copy-now?trial=false,2026-06-12T04:22:36Z,2026-06-12,2:50 PM,weather_track_metadata_is_leakage_safe_not_true
Race 7 - GOULBURN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0010/Race 7 - GOULBURN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T142126+1000_daemon_autopilot/eligible_inputs/source_0010/Race 7 - GOULBURN - 2026-06-12.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/goulburn/2026-06-12/7/goulburn-workers-club?trial=false,2026-06-12T04:22:50Z,2026-06-12,3:11 PM,weather_track_metadata_is_leakage_safe_not_true
Race 1 - GRDN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0001/Race 1 - GRDN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0001/Race 1 - GRDN - 2026-06-12.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-12/1/tg-thegardensgrnsw-maiden-9-15?trial=false,2026-06-12T04:39:56Z,2026-06-12,3:07 PM,weather_track_metadata_is_leakage_safe_not_true
Race 1 - MURR - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0002/Race 1 - MURR - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0002/Race 1 - MURR - 2026-06-12.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/murray-bridge/2026-06-12/1/fresh-pet-food-co-n-p-straight-stake-pr1-divisio?trial=false,2026-06-12T04:40:16Z,2026-06-12,3:41 PM,weather_track_metadata_is_leakage_safe_not_true
Race 12 - TOWNSVILLE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0003/Race 12 - TOWNSVILLE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0003/Race 12 - TOWNSVILLE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/townsville/2026-06-12/12/peter-groves?trial=false,2026-06-12T04:40:05Z,2026-06-12,3:20 PM,weather_track_metadata_is_leakage_safe_not_true
Race 2 - GRDN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0004/Race 2 - GRDN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0004/Race 2 - GRDN - 2026-06-12.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-12/2/tg-the-shorty-hotel-9-15?trial=false,2026-06-12T04:40:10Z,2026-06-12,3:30 PM,weather_track_metadata_is_leakage_safe_not_true
Race 2 - MURR - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0005/Race 2 - MURR - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0005/Race 2 - MURR - 2026-06-12.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/murray-bridge/2026-06-12/2/sky-racing-straight-stake-pr1-division1?trial=false,2026-06-12T04:40:28Z,2026-06-12,4:00 PM,weather_track_metadata_is_leakage_safe_not_true
Race 3 - GRDN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0006/Race 3 - GRDN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0006/Race 3 - GRDN - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-12/3/geoffrey-redden-digital-pix?trial=false,2026-06-12T04:40:22Z,2026-06-12,3:47 PM,weather_track_metadata_is_leakage_safe_not_true
Race 3 - LADBROKES-Q1-LAKESIDE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0007/Race 3 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0007/Race 3 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/ladbrokes-q1-lakeside/2026-06-12/3/garrard-s-horse-and-hound?trial=false,2026-06-12T04:40:19Z,2026-06-12,3:44 PM,weather_track_metadata_is_leakage_safe_not_true
Race 4 - GEE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0008/Race 4 - GEE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0008/Race 4 - GEE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/geelong/2026-06-12/4/etu-vic?trial=false,2026-06-12T04:40:26Z,2026-06-12,3:57 PM,weather_track_metadata_is_leakage_safe_not_true
Race 4 - GRDN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0009/Race 4 - GRDN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0009/Race 4 - GRDN - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-12/4/racing-every-weekend-in-newcastle?trial=false,2026-06-12T04:40:34Z,2026-06-12,4:10 PM,weather_track_metadata_is_leakage_safe_not_true
Race 4 - LADBROKES-Q1-LAKESIDE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0010/Race 4 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0010/Race 4 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/ladbrokes-q1-lakeside/2026-06-12/4/ladbrokes-big-bets-copy-now?trial=false,2026-06-12T04:40:31Z,2026-06-12,4:07 PM,weather_track_metadata_is_leakage_safe_not_true
Race 7 - GOULBURN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0011/Race 7 - GOULBURN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T143759+1000_daemon_autopilot/eligible_inputs/source_0011/Race 7 - GOULBURN - 2026-06-12.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/goulburn/2026-06-12/7/goulburn-workers-club?trial=false,2026-06-12T04:39:59Z,2026-06-12,3:11 PM,weather_track_metadata_is_leakage_safe_not_true
Race 1 - MURR - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0001/Race 1 - MURR - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0001/Race 1 - MURR - 2026-06-12.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/murray-bridge/2026-06-12/1/fresh-pet-food-co-n-p-straight-stake-pr1-divisio?trial=false,2026-06-12T04:52:56Z,2026-06-12,3:41 PM,weather_track_metadata_is_leakage_safe_not_true
Race 12 - TOWNSVILLE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0002/Race 12 - TOWNSVILLE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0002/Race 12 - TOWNSVILLE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/townsville/2026-06-12/12/peter-groves?trial=false,2026-06-12T04:52:47Z,2026-06-12,3:20 PM,weather_track_metadata_is_leakage_safe_not_true
Race 2 - GRDN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0003/Race 2 - GRDN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0003/Race 2 - GRDN - 2026-06-12.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-12/2/tg-the-shorty-hotel-9-15?trial=false,2026-06-12T04:52:51Z,2026-06-12,3:30 PM,weather_track_metadata_is_leakage_safe_not_true
Race 2 - MURR - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0004/Race 2 - MURR - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0004/Race 2 - MURR - 2026-06-12.csv,True,6,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/murray-bridge/2026-06-12/2/sky-racing-straight-stake-pr1-division1?trial=false,2026-06-12T04:53:07Z,2026-06-12,4:00 PM,weather_track_metadata_is_leakage_safe_not_true
Race 3 - GRDN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0005/Race 3 - GRDN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0005/Race 3 - GRDN - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-12/3/geoffrey-redden-digital-pix?trial=false,2026-06-12T04:53:02Z,2026-06-12,3:47 PM,weather_track_metadata_is_leakage_safe_not_true
Race 3 - LADBROKES-Q1-LAKESIDE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0006/Race 3 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0006/Race 3 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/ladbrokes-q1-lakeside/2026-06-12/3/garrard-s-horse-and-hound?trial=false,2026-06-12T04:52:59Z,2026-06-12,3:44 PM,weather_track_metadata_is_leakage_safe_not_true
Race 4 - GEE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0007/Race 4 - GEE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0007/Race 4 - GEE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/geelong/2026-06-12/4/etu-vic?trial=false,2026-06-12T04:53:05Z,2026-06-12,3:57 PM,weather_track_metadata_is_leakage_safe_not_true
Race 4 - GRDN - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0008/Race 4 - GRDN - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0008/Race 4 - GRDN - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/the-gardens/2026-06-12/4/racing-every-weekend-in-newcastle?trial=false,2026-06-12T04:53:12Z,2026-06-12,4:10 PM,weather_track_metadata_is_leakage_safe_not_true
Race 4 - LADBROKES-Q1-LAKESIDE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0009/Race 4 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0009/Race 4 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/ladbrokes-q1-lakeside/2026-06-12/4/ladbrokes-big-bets-copy-now?trial=false,2026-06-12T04:53:10Z,2026-06-12,4:07 PM,weather_track_metadata_is_leakage_safe_not_true
Race 5 - GEE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0010/Race 5 - GEE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0010/Race 5 - GEE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/geelong/2026-06-12/5/free-admission-to-all-race-meets?trial=false,2026-06-12T04:53:15Z,2026-06-12,4:17 PM,weather_track_metadata_is_leakage_safe_not_true
Race 5 - LADBROKES-Q1-LAKESIDE - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0011/Race 5 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T145148+1000_daemon_autopilot/eligible_inputs/source_0011/Race 5 - LADBROKES-Q1-LAKESIDE - 2026-06-12.csv,True,8,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/ladbrokes-q1-lakeside/2026-06-12/5/rosewood-veterinary-service?trial=false,2026-06-12T04:53:18Z,2026-06-12,4:24 PM,weather_track_metadata_is_leakage_safe_not_true
Race 1 - MURR - 2026-06-12,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T150304+1000_daemon_autopilot/eligible_inputs/source_0001/Race 1 - MURR - 2026-06-12.csv.metadata.json,../greyhound-autonomous-accuracy-odds-v1-20260610/artifacts/full_evidence_orchestration_20260525/daily_race_ingest_shadow_20260612T150304+1000_daemon_autopilot/eligible_inputs/source_0001/Race 1 - MURR - 2026-06-12.csv,True,5,REJECTED,False,False,False,,,True,False,,https://www.thedogs.com.au/racing/murray-bridge/2026-06-12/1/fresh-pet-food-co-n-p-straight-stake-pr1-divisio?trial=false,2026-06-12T05:04:07Z,2026-06-12,3:41 PM,weather_track_metadata_is_leakage_safe_not_true
