race_id,race_date,venue,grade,distance,c,winners,udist,minp,maxp,status,reason
MOUNT_2025-07-17_5,2025-07-17,MOUNT,6,395,6,0,5,2,7,FAIL,no_winner
MOUNT_2025-07-17_6,2025-07-17,MOUNT,TG1-4W,400,5,1,3,1,4,FAIL,duplicate_positions
MOUNT_2025-07-17_7,2025-07-17,MOUNT,4/5,395,3,0,2,3,4,FAIL,no_winner
MOUNT_2025-07-17_8,2025-07-17,MOUNT,TG5+W,400,6,0,4,2,6,FAIL,no_winner
MOUNT_2025-07-17_9,2025-07-17,MOUNT,TG5+W,400,4,1,4,1,7,FAIL,max_out_of_range
Q1L_2025-07-17_10,2025-07-17,Q1L,5,457,6,0,4,2,7,FAIL,no_winner
Q1L_2025-07-17_11,2025-07-17,Q1L,5,390,5,1,4,1,8,FAIL,duplicate_positions
Q1L_2025-07-17_12,2025-07-17,Q1L,OPEN,595,5,1,3,1,4,FAIL,duplicate_positions
Q1L_2025-07-17_2,2025-07-17,Q1L,5,642,5,0,4,3,7,FAIL,no_winner
Q1L_2025-07-17_3,2025-07-17,Q1L,5,457,7,0,4,4,8,FAIL,no_winner
Q1L_2025-07-17_4,2025-07-17,Q1L,OPEN,520,8,1,6,1,8,FAIL,duplicate_positions
Q1L_2025-07-17_5,2025-07-17,Q1L,M5,520,7,1,5,1,8,FAIL,duplicate_positions
Q1L_2025-07-17_6,2025-07-17,Q1L,OPEN,366,8,0,4,2,6,FAIL,no_winner
Q1L_2025-07-17_8,2025-07-17,Q1L,5,550,7,1,5,1,7,FAIL,duplicate_positions
Q1L_2025-07-17_9,2025-07-17,Q1L,4/5,520,4,1,3,1,6,FAIL,duplicate_positions
QST_2025-07-17_1,2025-07-17,QST,M,300,6,0,6,2,8,FAIL,no_winner
QST_2025-07-17_10,2025-07-17,QST,M5,300,5,0,4,2,6,FAIL,no_winner
QST_2025-07-17_2,2025-07-17,QST,M,457,6,0,2,7,8,FAIL,no_winner
QST_2025-07-17_3,2025-07-17,QST,6,350,6,0,4,4,8,FAIL,no_winner
QST_2025-07-17_4,2025-07-17,QST,6,300,6,1,4,1,7,FAIL,duplicate_positions
QST_2025-07-17_5,2025-07-17,QST,5,300,5,1,4,1,5,FAIL,duplicate_positions
QST_2025-07-17_7,2025-07-17,QST,5,352,7,0,4,4,8,FAIL,no_winner
QST_2025-07-17_8,2025-07-17,QST,5,318,7,0,4,3,6,FAIL,no_winner
QST_2025-07-17_9,2025-07-17,QST,5,300,6,0,3,5,8,FAIL,no_winner
RICH_2025-07-17_1,2025-07-17,RICH,M,324,4,0,3,4,8,FAIL,no_winner
RICH_2025-07-17_10,2025-07-17,RICH,5,324,5,1,4,1,7,FAIL,duplicate_positions
RICH_2025-07-17_11,2025-07-17,RICH,M1/M2/M3,324,4,0,2,2,6,FAIL,no_winner
RICH_2025-07-17_12,2025-07-17,RICH,3/4,324,6,0,4,2,8,FAIL,no_winner
RICH_2025-07-17_2,2025-07-17,RICH,M,324,5,0,4,3,7,FAIL,no_winner
RICH_2025-07-17_3,2025-07-17,RICH,M,324,5,0,3,2,6,FAIL,no_winner
RICH_2025-07-17_4,2025-07-17,RICH,M3,324,6,1,5,1,6,FAIL,duplicate_positions
RICH_2025-07-17_6,2025-07-17,RICH,5,401,8,1,6,1,8,FAIL,duplicate_positions
RICH_2025-07-17_7,2025-07-17,RICH,M,324,5,0,3,2,8,FAIL,no_winner
RICH_2025-07-17_8,2025-07-17,RICH,5,320,5,1,3,1,6,FAIL,duplicate_positions
RICH_2025-07-17_9,2025-07-17,RICH,5,324,5,1,5,1,8,FAIL,max_out_of_range
SAN_2025-07-17_1,2025-07-17,SAN,"Maiden Heat",515,5,1,3,1,3,FAIL,duplicate_positions
SAN_2025-07-17_10,2025-07-17,SAN,"Grade 5 Heat",435,4,1,3,1,4,FAIL,duplicate_positions
SAN_2025-07-17_11,2025-07-17,SAN,"Grade 5",460,7,1,6,1,8,FAIL,duplicate_positions
SAN_2025-07-17_12,2025-07-17,SAN,"Grade 5",525,6,0,4,2,7,FAIL,no_winner
SAN_2025-07-17_2,2025-07-17,SAN,"Mixed 6/7",515,7,0,4,3,7,FAIL,no_winner
SAN_2025-07-17_3,2025-07-17,SAN,Maiden,450,3,1,3,1,6,FAIL,max_out_of_range
SAN_2025-07-17_4,2025-07-17,SAN,"Grade 5",515,5,0,4,2,7,FAIL,no_winner
SAN_2025-07-17_5,2025-07-17,SAN,"Mixed 4/5",515,6,0,4,2,5,FAIL,no_winner
SAN_2025-07-17_6,2025-07-17,SAN,"Free For All",515,4,0,3,2,7,FAIL,no_winner
SAN_2025-07-17_7,2025-07-17,SAN,"Grade 5",595,5,0,3,2,4,FAIL,no_winner
SAN_2025-07-17_8,2025-07-17,SAN,"Mixed 3/4",595,6,1,4,1,4,FAIL,duplicate_positions
SAN_2025-07-17_9,2025-07-17,SAN,"Grade 5",515,5,1,5,1,7,FAIL,max_out_of_range
SHEP_2025-07-17_1,2025-07-17,SHEP,"Tier 3 - Maiden",390,5,0,2,6,7,FAIL,no_winner
SHEP_2025-07-17_10,2025-07-17,SHEP,"Mixed 6/7",350,6,1,4,1,7,FAIL,duplicate_positions
SHEP_2025-07-17_12,2025-07-17,SHEP,"Grade 5 T3",450,5,0,3,4,7,FAIL,no_winner
SHEP_2025-07-17_13,2025-07-17,SHEP,"Grade 5 T3",390,5,0,4,5,8,FAIL,no_winner
SHEP_2025-07-17_2,2025-07-17,SHEP,Maiden,390,4,0,3,5,7,FAIL,no_winner
SHEP_2025-07-17_3,2025-07-17,SHEP,"Tier 3 - Maiden",450,6,0,4,4,8,FAIL,no_winner
SHEP_2025-07-17_5,2025-07-17,SHEP,"Grade 5 T3",350,6,0,4,2,7,FAIL,no_winner
SHEP_2025-07-17_6,2025-07-17,SHEP,"Grade 6",350,5,1,4,1,8,FAIL,duplicate_positions
SHEP_2025-07-17_7,2025-07-17,SHEP,"Grade 5 T3",300,5,0,4,4,8,FAIL,no_winner
SHEP_2025-07-17_8,2025-07-17,SHEP,"Grade 5 T3",450,5,0,3,4,7,FAIL,no_winner
SHEP_2025-07-17_9,2025-07-17,SHEP,"Mixed 6/7",410,6,0,3,4,7,FAIL,no_winner
WAR_2025-07-17_1,2025-07-17,WAR,"Grade 7",390,6,1,4,1,4,FAIL,duplicate_positions
WAR_2025-07-17_10,2025-07-17,WAR,"Grade 5",410,5,0,5,2,8,FAIL,no_winner
WAR_2025-07-17_11,2025-07-17,WAR,"Grade 5",400,4,0,4,4,7,FAIL,no_winner
WAR_2025-07-17_12,2025-07-17,WAR,"Grade 5",390,4,1,4,1,8,FAIL,max_out_of_range
WAR_2025-07-17_13,2025-07-17,WAR,"Grade 5",450,4,0,3,4,7,FAIL,no_winner
WAR_2025-07-17_2,2025-07-17,WAR,"Grade 5",450,5,0,4,2,7,FAIL,no_winner
WAR_2025-07-17_3,2025-07-17,WAR,"Mixed 6/7",515,4,1,3,1,7,FAIL,duplicate_positions
WAR_2025-07-17_4,2025-07-17,WAR,"Grade 5",460,5,1,4,1,5,FAIL,duplicate_positions
WAR_2025-07-17_6,2025-07-17,WAR,"Grade 5",390,4,1,4,1,8,FAIL,max_out_of_range
WAR_2025-07-17_7,2025-07-17,WAR,"Grade 5",450,5,1,4,1,7,FAIL,duplicate_positions
WAR_2025-07-17_8,2025-07-17,WAR,"Mixed 4/5",450,7,1,5,1,6,FAIL,duplicate_positions
WAR_2025-07-17_9,2025-07-17,WAR,"Grade 5",390,4,0,4,3,6,FAIL,no_winner
WRGL_2025-07-17_1,2025-07-17,WRGL,Maiden,515,4,0,3,4,6,FAIL,no_winner
WRGL_2025-07-17_10,2025-07-17,WRGL,"Grade 5 T3",400,6,1,5,1,7,FAIL,duplicate_positions
WRGL_2025-07-17_11,2025-07-17,WRGL,"Grade 5",300,5,1,4,1,8,FAIL,duplicate_positions
WRGL_2025-07-17_12,2025-07-17,WRGL,"Grade 5 T3",350,6,0,5,2,8,FAIL,no_winner
WRGL_2025-07-17_2,2025-07-17,WRGL,Maiden,435,5,0,3,6,8,FAIL,no_winner
WRGL_2025-07-17_3,2025-07-17,WRGL,Maiden,390,5,0,3,3,8,FAIL,no_winner
WRGL_2025-07-17_4,2025-07-17,WRGL,"Tier 3 - Grade 7",390,5,0,3,5,7,FAIL,no_winner
WRGL_2025-07-17_5,2025-07-17,WRGL,"Grade 5",300,6,0,4,5,8,FAIL,no_winner
WRGL_2025-07-17_6,2025-07-17,WRGL,"Grade 5",435,5,0,4,3,7,FAIL,no_winner
WRGL_2025-07-17_7,2025-07-17,WRGL,"Grade 5",435,5,0,2,6,8,FAIL,no_winner
WRGL_2025-07-17_8,2025-07-17,WRGL,"Grade 5 T3",460,5,0,5,2,8,FAIL,no_winner
W_PK_2025-07-17_1,2025-07-17,W_PK,MX,600,6,1,5,1,6,FAIL,duplicate_positions
W_PK_2025-07-17_10,2025-07-17,W_PK,5,520,5,1,3,1,3,FAIL,duplicate_positions
W_PK_2025-07-17_11,2025-07-17,W_PK,MX,520,4,1,4,1,7,FAIL,max_out_of_range
W_PK_2025-07-17_2,2025-07-17,W_PK,5,520,5,1,5,1,6,FAIL,max_out_of_range
W_PK_2025-07-17_3,2025-07-17,W_PK,M2/M3,520,5,0,4,2,6,FAIL,no_winner
W_PK_2025-07-17_4,2025-07-17,W_PK,4/5,440,6,1,4,1,8,FAIL,duplicate_positions
W_PK_2025-07-17_5,2025-07-17,W_PK,5,622,5,1,5,1,6,FAIL,max_out_of_range
W_PK_2025-07-17_6,2025-07-17,W_PK,5,520,5,0,4,2,8,FAIL,no_winner
W_PK_2025-07-17_7,2025-07-17,W_PK,4/5,515,7,0,4,2,8,FAIL,no_winner
W_PK_2025-07-17_8,2025-07-17,W_PK,5,520,6,0,5,3,8,FAIL,no_winner
W_PK_2025-07-17_9,2025-07-17,W_PK,5,520,4,1,3,1,4,FAIL,duplicate_positions
BAL_2025-07-16_10,2025-07-16,BAL,"Restricted Win",400,5,1,4,1,4,FAIL,duplicate_positions
BAL_2025-07-16_11,2025-07-16,BAL,"Mixed 3/4",525,5,1,5,1,6,FAIL,max_out_of_range
BAL_2025-07-16_12,2025-07-16,BAL,"Grade 5 Heat",390,3,0,3,3,7,FAIL,no_winner
BAL_2025-07-16_14,2025-07-16,BAL,"Mixed 4/5",390,6,1,4,1,7,FAIL,duplicate_positions
BAL_2025-07-16_2,2025-07-16,BAL,"Grade 5 Heat",390,5,0,3,3,8,FAIL,no_winner
BAL_2025-07-16_3,2025-07-16,BAL,"Grade 5 T3",390,4,1,3,1,5,FAIL,duplicate_positions
BAL_2025-07-16_4,2025-07-16,BAL,Maiden,400,5,1,4,1,8,FAIL,duplicate_positions
BAL_2025-07-16_5,2025-07-16,BAL,"Restricted Win",390,6,0,5,2,8,FAIL,no_winner
BAL_2025-07-16_6,2025-07-16,BAL,"Mixed 4/5",450,5,0,5,2,7,FAIL,no_winner
BAL_2025-07-16_8,2025-07-16,BAL,"Grade 5",450,5,1,4,1,7,FAIL,duplicate_positions
BAL_2025-07-16_9,2025-07-16,BAL,"Restricted Win",510,4,1,3,1,5,FAIL,duplicate_positions
BEN_2025-07-16_1,2025-07-16,BEN,"Tier 3 - Maiden",300,5,0,4,4,7,FAIL,no_winner
BEN_2025-07-16_11,2025-07-16,BEN,"Grade 7",400,7,1,5,1,6,FAIL,duplicate_positions
BEN_2025-07-16_12,2025-07-16,BEN,"S/E Veteran",390,6,1,5,1,8,FAIL,duplicate_positions
BEN_2025-07-16_13,2025-07-16,BEN,"Grade 5",425,6,1,4,1,8,FAIL,duplicate_positions
BEN_2025-07-16_2,2025-07-16,BEN,Maiden,460,7,0,4,3,7,FAIL,no_winner
BEN_2025-07-16_3,2025-07-16,BEN,"Mixed 6/7",450,6,0,4,4,8,FAIL,no_winner
BEN_2025-07-16_4,2025-07-16,BEN,"Grade 5 T3",390,7,0,4,3,7,FAIL,no_winner
BEN_2025-07-16_5,2025-07-16,BEN,"Grade 5 T3",400,5,1,4,1,6,FAIL,duplicate_positions
BEN_2025-07-16_6,2025-07-16,BEN,"Grade 5",390,6,0,3,2,5,FAIL,no_winner
BEN_2025-07-16_7,2025-07-16,BEN,"Grade 5 T3",525,7,0,5,2,8,FAIL,no_winner
BEN_2025-07-16_8,2025-07-16,BEN,"Grade 5 T3",525,7,0,5,3,8,FAIL,no_winner
BEN_2025-07-16_9,2025-07-16,BEN,"Mixed 6/7",450,6,1,5,1,7,FAIL,duplicate_positions
CANN_2025-07-16_1,2025-07-16,CANN,M,381,6,0,3,2,4,FAIL,no_winner
CANN_2025-07-16_11,2025-07-16,CANN,6,275,7,1,5,1,6,FAIL,duplicate_positions
CANN_2025-07-16_12,2025-07-16,CANN,6,275,7,0,4,2,6,FAIL,no_winner
CANN_2025-07-16_2,2025-07-16,CANN,M,400,4,0,3,4,7,FAIL,no_winner
CANN_2025-07-16_4,2025-07-16,CANN,M,520,4,0,2,2,6,FAIL,no_winner
CANN_2025-07-16_5,2025-07-16,CANN,NOV,400,6,1,5,1,8,FAIL,duplicate_positions
CANN_2025-07-16_6,2025-07-16,CANN,NOV,400,7,1,5,1,7,FAIL,duplicate_positions
CANN_2025-07-16_7,2025-07-16,CANN,NOV,520,5,0,5,2,7,FAIL,no_winner
CANN_2025-07-16_8,2025-07-16,CANN,5,275,6,1,4,1,7,FAIL,duplicate_positions
CANN_2025-07-16_9,2025-07-16,CANN,6,300,5,0,3,2,7,FAIL,no_winner
CAP_2025-07-16_10,2025-07-16,CAP,5,350,5,0,1,6,6,FAIL,no_winner
CAP_2025-07-16_11,2025-07-16,CAP,M5,366,5,1,4,1,8,FAIL,duplicate_positions
CAP_2025-07-16_12,2025-07-16,CAP,5,331,5,0,4,4,8,FAIL,no_winner
CAP_2025-07-16_2,2025-07-16,CAP,6,352,6,0,5,2,8,FAIL,no_winner
CAP_2025-07-16_3,2025-07-16,CAP,6,352,5,0,4,2,8,FAIL,no_winner
CAP_2025-07-16_4,2025-07-16,CAP,6,366,6,0,4,3,8,FAIL,no_winner
CAP_2025-07-16_5,2025-07-16,CAP,M5,352,6,0,4,4,8,FAIL,no_winner
CAP_2025-07-16_6,2025-07-16,CAP,P5,366,6,0,4,3,7,FAIL,no_winner
CAP_2025-07-16_9,2025-07-16,CAP,P5,366,5,1,3,1,7,FAIL,duplicate_positions
GRAF_2025-07-16_11,2025-07-16,GRAF,NG,450,4,0,3,3,5,FAIL,no_winner
GRAF_2025-07-16_12,2025-07-16,GRAF,5,450,5,1,4,1,5,FAIL,duplicate_positions
GRAF_2025-07-16_2,2025-07-16,GRAF,MX,525,4,1,3,1,5,FAIL,duplicate_positions
GRAF_2025-07-16_3,2025-07-16,GRAF,M,350,6,1,6,1,7,FAIL,max_out_of_range
GRAF_2025-07-16_4,2025-07-16,GRAF,M2/M3,350,7,1,4,1,4,FAIL,duplicate_positions
GRAF_2025-07-16_5,2025-07-16,GRAF,4/5,450,6,0,3,2,4,FAIL,no_winner
GRAF_2025-07-16_6,2025-07-16,GRAF,M,450,6,1,4,1,5,FAIL,duplicate_positions
GRAF_2025-07-16_7,2025-07-16,GRAF,NG,660,5,1,4,1,7,FAIL,duplicate_positions
GRAF_2025-07-16_9,2025-07-16,GRAF,5,350,7,1,4,1,4,FAIL,duplicate_positions
MEA_2025-07-16_1,2025-07-16,MEA,Maiden,525,8,0,5,2,7,FAIL,no_winner
MEA_2025-07-16_10,2025-07-16,MEA,"Grade 5 T3",525,5,1,5,1,6,FAIL,max_out_of_range
MEA_2025-07-16_2,2025-07-16,MEA,Maiden,460,4,0,4,3,8,FAIL,no_winner
MEA_2025-07-16_3,2025-07-16,MEA,"Mixed 6/7 Final",390,6,1,5,1,8,FAIL,duplicate_positions
MEA_2025-07-16_4,2025-07-16,MEA,"Grade 5",545,4,0,4,2,6,FAIL,no_winner
MEA_2025-07-16_5,2025-07-16,MEA,"Mixed 6/7",450,5,0,4,3,7,FAIL,no_winner
MEA_2025-07-16_7,2025-07-16,MEA,Maiden,460,5,1,4,1,5,FAIL,duplicate_positions
MEA_2025-07-16_8,2025-07-16,MEA,"Mixed 4/5",600,3,0,3,3,8,FAIL,no_winner
MEA_2025-07-16_9,2025-07-16,MEA,"Grade 5",515,5,1,5,1,7,FAIL,max_out_of_range
Q1L_2025-07-16_1,2025-07-16,Q1L,M,352,6,0,4,5,8,FAIL,no_winner
Q1L_2025-07-16_10,2025-07-16,Q1L,5,350,5,1,5,1,7,FAIL,max_out_of_range
Q1L_2025-07-16_11,2025-07-16,Q1L,M5,352,5,0,4,2,8,FAIL,no_winner
Q1L_2025-07-16_2,2025-07-16,Q1L,M,300,6,0,5,2,8,FAIL,no_winner
Q1L_2025-07-16_3,2025-07-16,Q1L,M,390,4,0,3,4,7,FAIL,no_winner
Q1L_2025-07-16_4,2025-07-16,Q1L,5,390,6,1,6,1,8,FAIL,max_out_of_range
Q1L_2025-07-16_6,2025-07-16,Q1L,5,300,6,0,5,2,6,FAIL,no_winner
Q1L_2025-07-16_7,2025-07-16,Q1L,3/4,352,5,1,4,1,5,FAIL,duplicate_positions
Q1L_2025-07-16_8,2025-07-16,Q1L,5,352,6,1,4,1,4,FAIL,duplicate_positions
Q1L_2025-07-16_9,2025-07-16,Q1L,5,350,8,0,6,3,8,FAIL,no_winner
RICH_2025-07-16_1,2025-07-16,RICH,M,320,5,0,5,2,7,FAIL,no_winner
RICH_2025-07-16_11,2025-07-16,RICH,5,401,5,0,4,4,7,FAIL,no_winner
RICH_2025-07-16_2,2025-07-16,RICH,M,401,7,1,6,1,7,FAIL,duplicate_positions
RICH_2025-07-16_4,2025-07-16,RICH,NG1-4,324,4,1,3,1,7,FAIL,duplicate_positions
RICH_2025-07-16_5,2025-07-16,RICH,NG1-4,401,4,0,3,2,8,FAIL,no_winner
RICH_2025-07-16_6,2025-07-16,RICH,5,401,7,0,4,2,8,FAIL,no_winner
RICH_2025-07-16_7,2025-07-16,RICH,NG1-4,320,5,0,4,3,8,FAIL,no_winner
RICH_2025-07-16_8,2025-07-16,RICH,5,520,6,1,5,1,6,FAIL,duplicate_positions
RICH_2025-07-16_9,2025-07-16,RICH,4/5,320,5,0,3,2,5,FAIL,no_winner
ROCK_2025-07-16_1,2025-07-16,ROCK,M,407,6,0,4,4,8,FAIL,no_winner
ROCK_2025-07-16_10,2025-07-16,ROCK,M5,407,5,1,5,1,6,FAIL,max_out_of_range
ROCK_2025-07-16_3,2025-07-16,ROCK,6,407,6,0,4,2,7,FAIL,no_winner
ROCK_2025-07-16_4,2025-07-16,ROCK,OPEN,510,5,0,4,4,8,FAIL,no_winner
ROCK_2025-07-16_5,2025-07-16,ROCK,M,407,6,1,4,1,4,FAIL,duplicate_positions
ROCK_2025-07-16_6,2025-07-16,ROCK,5,407,6,0,4,2,7,FAIL,no_winner
ROCK_2025-07-16_7,2025-07-16,ROCK,FFA,407,5,0,5,2,8,FAIL,no_winner
ROCK_2025-07-16_8,2025-07-16,ROCK,FFA,407,5,1,4,1,6,FAIL,duplicate_positions
SAL_2025-07-16_1,2025-07-16,SAL,Maiden,400,7,0,4,3,7,FAIL,no_winner
SAL_2025-07-16_10,2025-07-16,SAL,"Grade 5 T3",400,6,1,4,1,4,FAIL,duplicate_positions
SAL_2025-07-16_11,2025-07-16,SAL,"Grade 5",390,5,1,5,1,8,FAIL,max_out_of_range
SAL_2025-07-16_12,2025-07-16,SAL,"Grade 5",435,7,0,4,3,7,FAIL,no_winner
SAL_2025-07-16_2,2025-07-16,SAL,Maiden,435,7,0,4,2,6,FAIL,no_winner
SAL_2025-07-16_3,2025-07-16,SAL,Maiden,435,6,0,5,2,8,FAIL,no_winner
SAL_2025-07-16_4,2025-07-16,SAL,"Tier 3 - Grade 7",400,5,1,3,1,4,FAIL,duplicate_positions
SAL_2025-07-16_5,2025-07-16,SAL,"Grade 7",400,4,0,4,2,8,FAIL,no_winner
SAL_2025-07-16_7,2025-07-16,SAL,"Mixed 6/7",460,6,0,4,2,7,FAIL,no_winner
SAL_2025-07-16_8,2025-07-16,SAL,"Grade 5 Final",515,6,0,5,2,8,FAIL,no_winner
SAL_2025-07-16_9,2025-07-16,SAL,"Grade 6",390,5,0,4,2,7,FAIL,no_winner
TEM_2025-07-16_10,2025-07-16,TEM,5,330,4,0,3,3,7,FAIL,no_winner
TEM_2025-07-16_11,2025-07-16,TEM,5,318,6,1,5,1,7,FAIL,duplicate_positions
TEM_2025-07-16_12,2025-07-16,TEM,M1/M2/M3,330,6,0,4,4,8,FAIL,no_winner
TEM_2025-07-16_2,2025-07-16,TEM,M,330,5,0,4,2,7,FAIL,no_winner
TEM_2025-07-16_3,2025-07-16,TEM,5,330,6,0,4,4,8,FAIL,no_winner
TEM_2025-07-16_4,2025-07-16,TEM,5,330,6,0,5,2,8,FAIL,no_winner
TEM_2025-07-16_5,2025-07-16,TEM,5,457,6,0,4,2,7,FAIL,no_winner
TEM_2025-07-16_6,2025-07-16,TEM,5,330,7,0,5,2,8,FAIL,no_winner
TEM_2025-07-16_7,2025-07-16,TEM,4/5,457,5,0,3,3,5,FAIL,no_winner
TEM_2025-07-16_9,2025-07-16,TEM,FFA,330,6,1,4,1,5,FAIL,duplicate_positions
AP_K_2025-07-15_1,2025-07-15,AP_K,M,342,4,0,3,3,5,FAIL,no_winner
AP_K_2025-07-15_10,2025-07-15,AP_K,TG1-4W,342,3,1,2,1,5,FAIL,duplicate_positions
AP_K_2025-07-15_11,2025-07-15,AP_K,TG1-4W,342,4,0,3,3,5,FAIL,no_winner
AP_K_2025-07-15_12,2025-07-15,AP_K,TG1-4W,342,3,0,3,5,7,FAIL,no_winner
AP_K_2025-07-15_2,2025-07-15,AP_K,TG5+W,342,3,0,3,4,6,FAIL,no_winner
AP_K_2025-07-15_4,2025-07-15,AP_K,TG1-4W,342,3,0,2,4,5,FAIL,no_winner
AP_K_2025-07-15_5,2025-07-15,AP_K,TG5+W,342,5,1,4,1,7,FAIL,duplicate_positions
AP_K_2025-07-15_6,2025-07-15,AP_K,TG5+W,342,3,0,3,4,6,FAIL,no_winner
AP_K_2025-07-15_8,2025-07-15,AP_K,5,342,5,1,4,1,6,FAIL,duplicate_positions
BUL_2025-07-15_1,2025-07-15,BUL,MX,520,4,0,3,4,8,FAIL,no_winner
BUL_2025-07-15_10,2025-07-15,BUL,5,340,5,1,4,1,8,FAIL,duplicate_positions
BUL_2025-07-15_11,2025-07-15,BUL,5,320,5,1,4,1,7,FAIL,duplicate_positions
BUL_2025-07-15_12,2025-07-15,BUL,5,340,4,0,4,2,8,FAIL,no_winner
BUL_2025-07-15_2,2025-07-15,BUL,M,320,6,0,4,2,7,FAIL,no_winner
BUL_2025-07-15_3,2025-07-15,BUL,NG1-4,388,6,1,5,1,8,FAIL,duplicate_positions
BUL_2025-07-15_5,2025-07-15,BUL,4/5,350,6,0,4,2,5,FAIL,no_winner
BUL_2025-07-15_7,2025-07-15,BUL,5,340,6,0,3,3,7,FAIL,no_winner
BUL_2025-07-15_8,2025-07-15,BUL,5,350,4,0,3,4,6,FAIL,no_winner
BUL_2025-07-15_9,2025-07-15,BUL,5,300,5,1,4,1,8,FAIL,duplicate_positions
CAS_2025-07-15_1,2025-07-15,CAS,M,300,4,0,3,2,7,FAIL,no_winner
CAS_2025-07-15_10,2025-07-15,CAS,4/5,411,7,1,6,1,7,FAIL,duplicate_positions
CAS_2025-07-15_11,2025-07-15,CAS,5,300,5,0,5,2,7,FAIL,no_winner
CAS_2025-07-15_12,2025-07-15,CAS,5,300,5,0,4,2,8,FAIL,no_winner
CAS_2025-07-15_3,2025-07-15,CAS,M2/M3,300,7,0,5,3,7,FAIL,no_winner
CAS_2025-07-15_4,2025-07-15,CAS,4/5,297,6,1,6,1,7,FAIL,max_out_of_range
CAS_2025-07-15_5,2025-07-15,CAS,5,411,6,0,5,2,7,FAIL,no_winner
CAS_2025-07-15_7,2025-07-15,CAS,M,350,6,1,6,1,7,FAIL,max_out_of_range
CAS_2025-07-15_8,2025-07-15,CAS,5,411,5,0,3,2,7,FAIL,no_winner
CAS_2025-07-15_9,2025-07-15,CAS,4/5,484,5,1,3,1,5,FAIL,duplicate_positions
GEE_2025-07-15_1,2025-07-15,GEE,Maiden,390,5,0,4,4,8,FAIL,no_winner
GEE_2025-07-15_10,2025-07-15,GEE,"Grade 5 T3",300,5,0,3,3,6,FAIL,no_winner
GEE_2025-07-15_11,2025-07-15,GEE,"Mixed 4/5",460,5,0,5,2,8,FAIL,no_winner
GEE_2025-07-15_12,2025-07-15,GEE,"Grade 5 T3",390,6,0,3,4,7,FAIL,no_winner
GEE_2025-07-15_13,2025-07-15,GEE,"Grade 5 T3",450,7,0,5,2,7,FAIL,no_winner
GEE_2025-07-15_2,2025-07-15,GEE,Maiden,400,5,0,3,5,7,FAIL,no_winner
GEE_2025-07-15_3,2025-07-15,GEE,"Restricted Win",390,4,1,4,1,8,FAIL,max_out_of_range
GEE_2025-07-15_4,2025-07-15,GEE,"Grade 5",400,4,1,4,1,7,FAIL,max_out_of_range
GEE_2025-07-15_5,2025-07-15,GEE,"Mixed 6/7",460,5,0,5,2,6,FAIL,no_winner
GEE_2025-07-15_7,2025-07-15,GEE,"Grade 7",525,6,1,5,1,7,FAIL,duplicate_positions
GEE_2025-07-15_8,2025-07-15,GEE,"Grade 5",450,5,1,5,1,7,FAIL,max_out_of_range
GEE_2025-07-15_9,2025-07-15,GEE,"Mixed 6/7",400,4,0,4,3,7,FAIL,no_winner
HOR_2025-07-15_10,2025-07-15,HOR,"Grade 5",400,6,0,4,2,6,FAIL,no_winner
HOR_2025-07-15_11,2025-07-15,HOR,"Grade 5",390,4,1,4,1,8,FAIL,max_out_of_range
HOR_2025-07-15_12,2025-07-15,HOR,TG5+W,400,7,1,5,1,8,FAIL,duplicate_positions
HOR_2025-07-15_2,2025-07-15,HOR,Maiden,390,5,1,4,1,6,FAIL,duplicate_positions
HOR_2025-07-15_3,2025-07-15,HOR,"Mixed 6/7",410,5,1,4,1,7,FAIL,duplicate_positions
HOR_2025-07-15_4,2025-07-15,HOR,"Grade 5",450,5,1,4,1,5,FAIL,duplicate_positions
HOR_2025-07-15_5,2025-07-15,HOR,"Restricted Win Heat",485,6,1,4,1,4,FAIL,duplicate_positions
HOR_2025-07-15_6,2025-07-15,HOR,"Grade 5",450,5,0,3,2,6,FAIL,no_winner
HOR_2025-07-15_7,2025-07-15,HOR,"Grade 5",390,5,1,5,1,8,FAIL,max_out_of_range
HOR_2025-07-15_9,2025-07-15,HOR,"Grade 5",390,9,1,5,1,8,FAIL,duplicate_positions
LAU_2025-07-15_1,2025-07-15,LAU,J/M,340,5,0,3,5,7,FAIL,no_winner
LAU_2025-07-15_10,2025-07-15,LAU,5,278,5,1,5,1,8,FAIL,max_out_of_range
LAU_2025-07-15_11,2025-07-15,LAU,5,340,6,0,4,2,7,FAIL,no_winner
LAU_2025-07-15_2,2025-07-15,LAU,6,278,6,0,4,3,8,FAIL,no_winner
LAU_2025-07-15_3,2025-07-15,LAU,5,278,6,0,4,2,8,FAIL,no_winner
LAU_2025-07-15_4,2025-07-15,LAU,5,278,7,0,4,2,8,FAIL,no_winner
LAU_2025-07-15_5,2025-07-15,LAU,5,278,6,1,5,1,8,FAIL,duplicate_positions
LAU_2025-07-15_6,2025-07-15,LAU,4,278,5,1,4,1,6,FAIL,duplicate_positions
LAU_2025-07-15_8,2025-07-15,LAU,5,278,6,1,5,1,7,FAIL,duplicate_positions
LAU_2025-07-15_9,2025-07-15,LAU,MI4/5MA,515,5,0,4,2,6,FAIL,no_winner
MAND_2025-07-15_1,2025-07-15,MAND,M,300,6,0,5,2,8,FAIL,no_winner
