race_id,race_date,venue,grade,distance,c,winners,udist,minp,maxp,status,reason
RICH_2025-07-25_8,2025-07-25,RICH,5,520,4,1,3,1,5,FAIL,duplicate_positions
SAL_2025-07-25_7,2025-07-25,SAL,M2/M3,320,7,0,5,3,7,FAIL,no_winner
TWN_2025-07-25_1,2025-07-25,TWN,PM,380,6,0,4,3,8,FAIL,no_winner
TWN_2025-07-25_10,2025-07-25,TWN,5,380,5,0,3,6,8,FAIL,no_winner
TWN_2025-07-25_11,2025-07-25,TWN,P5,380,7,0,4,4,8,FAIL,no_winner
TWN_2025-07-25_2,2025-07-25,TWN,M,380,6,0,5,2,8,FAIL,no_winner
TWN_2025-07-25_3,2025-07-25,TWN,6,380,7,0,5,2,6,FAIL,no_winner
TWN_2025-07-25_4,2025-07-25,TWN,R/W,510,7,1,5,1,8,FAIL,duplicate_positions
TWN_2025-07-25_6,2025-07-25,TWN,5/6,498,6,0,4,4,8,FAIL,no_winner
TWN_2025-07-25_7,2025-07-25,TWN,P5,380,4,0,2,5,7,FAIL,no_winner
TWN_2025-07-25_8,2025-07-25,TWN,5,380,6,1,6,1,8,FAIL,max_out_of_range
TWN_2025-07-25_9,2025-07-25,TWN,5/6,498,6,0,4,4,8,FAIL,no_winner
WAG_2025-07-25_1,2025-07-25,WAG,M,320,4,0,4,2,5,FAIL,no_winner
WAG_2025-07-25_10,2025-07-25,WAG,5,320,5,1,4,1,5,FAIL,duplicate_positions
WAG_2025-07-25_11,2025-07-25,WAG,4,320,5,0,3,4,6,FAIL,no_winner
WAG_2025-07-25_2,2025-07-25,WAG,5,525,5,1,4,1,4,FAIL,duplicate_positions
WAG_2025-07-25_3,2025-07-25,WAG,5,340,5,0,4,2,7,FAIL,no_winner
WAG_2025-07-25_4,2025-07-25,WAG,5,330,5,0,4,4,8,FAIL,no_winner
WAG_2025-07-25_5,2025-07-25,WAG,4/5,431,5,1,4,1,7,FAIL,duplicate_positions
WAG_2025-07-25_6,2025-07-25,WAG,P5,300,4,1,4,1,7,FAIL,max_out_of_range
WAG_2025-07-25_7,2025-07-25,WAG,5,330,3,1,2,1,4,FAIL,duplicate_positions
WAG_2025-07-25_8,2025-07-25,WAG,4/5,400,4,0,2,3,5,FAIL,no_winner
WAG_2025-07-25_9,2025-07-25,WAG,5,320,5,0,5,2,7,FAIL,no_winner
WAR_-_2025-07-25_1,2025-07-25,WAR_-,Maiden,460,3,0,2,2,5,FAIL,no_winner
WRGL_2025-07-25_1,2025-07-25,WRGL,Maiden,460,3,0,2,2,5,FAIL,no_winner
WRGL_2025-07-25_10,2025-07-25,WRGL,"Tier 3 - Restricted Win",350,6,1,4,1,7,FAIL,duplicate_positions
WRGL_2025-07-25_11,2025-07-25,WRGL,"Grade 5",390,6,1,4,1,5,FAIL,duplicate_positions
WRGL_2025-07-25_12,2025-07-25,WRGL,"Grade 5 T3",435,5,0,2,2,7,FAIL,no_winner
WRGL_2025-07-25_2,2025-07-25,WRGL,Maiden,400,5,0,4,3,7,FAIL,no_winner
WRGL_2025-07-25_3,2025-07-25,WRGL,Maiden,435,6,0,4,4,7,FAIL,no_winner
WRGL_2025-07-25_4,2025-07-25,WRGL,"Grade 5",400,7,1,5,1,6,FAIL,duplicate_positions
WRGL_2025-07-25_5,2025-07-25,WRGL,"Tier 3 - Restricted Win",460,6,1,6,1,8,FAIL,max_out_of_range
WRGL_2025-07-25_6,2025-07-25,WRGL,"Grade 5",400,4,0,3,2,7,FAIL,no_winner
WRGL_2025-07-25_7,2025-07-25,WRGL,"Grade 5",300,4,0,3,2,6,FAIL,no_winner
WRGL_2025-07-25_8,2025-07-25,WRGL,"Grade 5",460,4,0,2,4,5,FAIL,no_winner
WRGL_2025-07-25_9,2025-07-25,WRGL,"Mixed 6/7 Final",400,6,1,6,1,8,FAIL,max_out_of_range
AP_K_-_2025-07-24_2,2025-07-24,AP_K_-,5,530,5,0,4,3,6,FAIL,no_winner
AP_K_2025-07-24_1,2025-07-24,AP_K,SE,595,4,0,4,2,7,FAIL,no_winner
AP_K_2025-07-24_10,2025-07-24,AP_K,6,342,5,1,4,1,6,FAIL,duplicate_positions
AP_K_2025-07-24_11,2025-07-24,AP_K,OPEN,342,4,1,3,1,3,FAIL,duplicate_positions
AP_K_2025-07-24_12,2025-07-24,AP_K,3/4/5,342,5,1,3,1,3,FAIL,duplicate_positions
AP_K_2025-07-24_2,2025-07-24,AP_K,5,530,5,0,4,3,6,FAIL,no_winner
AP_K_2025-07-24_3,2025-07-24,AP_K,6,530,5,0,5,2,8,FAIL,no_winner
AP_K_2025-07-24_5,2025-07-24,AP_K,I,530,6,1,5,1,6,FAIL,duplicate_positions
AP_K_2025-07-24_6,2025-07-24,AP_K,5,530,4,0,3,2,5,FAIL,no_winner
AP_K_2025-07-24_7,2025-07-24,AP_K,4/5,455,5,1,3,1,3,FAIL,duplicate_positions
AP_K_2025-07-24_8,2025-07-24,AP_K,TG1-6W,530,7,1,5,1,5,FAIL,duplicate_positions
AP_K_2025-07-24_9,2025-07-24,AP_K,6,342,5,0,5,2,7,FAIL,no_winner
CASINO_-_2025-07-24_6,2025-07-24,CASINO_-,5,411,5,0,5,2,7,FAIL,no_winner
CASINO_-_2025-07-24_7,2025-07-24,CASINO_-,5,484,6,1,5,1,7,FAIL,duplicate_positions
CAS_2025-07-24_11,2025-07-24,CAS,5,350,6,0,3,2,8,FAIL,no_winner
CAS_2025-07-24_12,2025-07-24,CAS,5,300,6,0,5,2,8,FAIL,no_winner
CAS_2025-07-24_2,2025-07-24,CAS,NG1-4,300,5,1,4,1,7,FAIL,duplicate_positions
CAS_2025-07-24_3,2025-07-24,CAS,5,450,4,0,4,2,5,FAIL,no_winner
CAS_2025-07-24_4,2025-07-24,CAS,5,457,4,0,2,5,8,FAIL,no_winner
CAS_2025-07-24_5,2025-07-24,CAS,5,300,4,1,4,1,7,FAIL,max_out_of_range
CAS_2025-07-24_6,2025-07-24,CAS,5,411,5,0,5,2,7,FAIL,no_winner
CAS_2025-07-24_7,2025-07-24,CAS,5,484,6,1,5,1,7,FAIL,duplicate_positions
CAS_2025-07-24_8,2025-07-24,CAS,5,300,6,1,4,1,5,FAIL,duplicate_positions
CAS_2025-07-24_9,2025-07-24,CAS,FFA,411,5,1,4,1,4,FAIL,duplicate_positions
DAPT_-_2025-07-24_1,2025-07-24,DAPT_-,M,401,5,0,4,2,8,FAIL,no_winner
DAPT_-_2025-07-24_8,2025-07-24,DAPT_-,5,720,5,1,3,1,4,FAIL,duplicate_positions
DAPT_2025-07-24_1,2025-07-24,DAPT,M,401,5,0,4,2,8,FAIL,no_winner
DAPT_2025-07-24_10,2025-07-24,DAPT,5,297,6,0,3,2,5,FAIL,no_winner
DAPT_2025-07-24_11,2025-07-24,DAPT,FFA,365,6,1,5,1,8,FAIL,duplicate_positions
DAPT_2025-07-24_12,2025-07-24,DAPT,5,297,6,0,4,3,6,FAIL,no_winner
DAPT_2025-07-24_2,2025-07-24,DAPT,M,520,6,0,4,2,6,FAIL,no_winner
DAPT_2025-07-24_3,2025-07-24,DAPT,M1/M2/M3,297,4,1,3,1,6,FAIL,duplicate_positions
DAPT_2025-07-24_4,2025-07-24,DAPT,5,365,8,1,5,1,7,FAIL,duplicate_positions
DAPT_2025-07-24_5,2025-07-24,DAPT,5,297,7,1,5,1,6,FAIL,duplicate_positions
DAPT_2025-07-24_6,2025-07-24,DAPT,5,440,8,1,6,1,8,FAIL,duplicate_positions
DAPT_2025-07-24_7,2025-07-24,DAPT,4/5,520,4,0,3,3,6,FAIL,no_winner
DAPT_2025-07-24_8,2025-07-24,DAPT,5,720,5,1,3,1,4,FAIL,duplicate_positions
DAPT_2025-07-24_9,2025-07-24,DAPT,5,520,6,1,4,1,6,FAIL,duplicate_positions
HOB_2025-07-24_1,2025-07-24,HOB,6,340,7,1,5,1,7,FAIL,duplicate_positions
HOB_2025-07-24_10,2025-07-24,HOB,5,340,6,0,3,5,8,FAIL,no_winner
HOB_2025-07-24_2,2025-07-24,HOB,4/5,461,6,1,5,1,7,FAIL,duplicate_positions
HOB_2025-07-24_3,2025-07-24,HOB,4,461,5,0,4,2,8,FAIL,no_winner
HOB_2025-07-24_4,2025-07-24,HOB,4,461,4,1,3,1,5,FAIL,duplicate_positions
HOB_2025-07-24_5,2025-07-24,HOB,5,461,4,0,3,2,5,FAIL,no_winner
HOB_2025-07-24_6,2025-07-24,HOB,MI4/5MA,340,7,0,5,4,8,FAIL,no_winner
HOB_2025-07-24_8,2025-07-24,HOB,INV,278,6,1,5,1,7,FAIL,duplicate_positions
HOB_2025-07-24_9,2025-07-24,HOB,5,461,5,1,3,1,8,FAIL,duplicate_positions
MAND_2025-07-24_1,2025-07-24,MAND,M,381,7,0,6,2,8,FAIL,no_winner
MAND_2025-07-24_10,2025-07-24,MAND,6,400,8,0,5,2,7,FAIL,no_winner
MAND_2025-07-24_11,2025-07-24,MAND,6,300,6,0,5,2,8,FAIL,no_winner
MAND_2025-07-24_12,2025-07-24,MAND,5,300,5,1,5,1,7,FAIL,max_out_of_range
MAND_2025-07-24_2,2025-07-24,MAND,NOV,300,7,1,5,1,6,FAIL,duplicate_positions
MAND_2025-07-24_3,2025-07-24,MAND,NOV,300,6,0,3,3,7,FAIL,no_winner
MAND_2025-07-24_4,2025-07-24,MAND,NOV,400,5,0,5,2,8,FAIL,no_winner
MAND_2025-07-24_5,2025-07-24,MAND,5,275,5,1,5,1,8,FAIL,max_out_of_range
MAND_2025-07-24_6,2025-07-24,MAND,FFA,297,5,1,4,1,5,FAIL,duplicate_positions
MAND_2025-07-24_7,2025-07-24,MAND,NOV,400,6,1,5,1,5,FAIL,duplicate_positions
MAND_2025-07-24_8,2025-07-24,MAND,NOV,400,6,1,4,1,7,FAIL,duplicate_positions
MAND_2025-07-24_9,2025-07-24,MAND,3/4,300,6,1,5,1,8,FAIL,duplicate_positions
MOUNT_2025-07-24_1,2025-07-24,MOUNT,M,342,5,0,3,2,6,FAIL,no_winner
MOUNT_2025-07-24_10,2025-07-24,MOUNT,TG1-4W,400,5,1,3,1,5,FAIL,duplicate_positions
MOUNT_2025-07-24_11,2025-07-24,MOUNT,"Grade 5",390,5,0,4,3,6,FAIL,no_winner
MOUNT_2025-07-24_12,2025-07-24,MOUNT,TG1-4W,400,5,1,4,1,6,FAIL,duplicate_positions
MOUNT_2025-07-24_2,2025-07-24,MOUNT,M,305,3,0,2,4,5,FAIL,no_winner
MOUNT_2025-07-24_3,2025-07-24,MOUNT,TG1-4W,305,5,0,4,2,5,FAIL,no_winner
MOUNT_2025-07-24_4,2025-07-24,MOUNT,TG1-4W,305,6,0,4,2,8,FAIL,no_winner
MOUNT_2025-07-24_5,2025-07-24,MOUNT,TG5+W,400,6,0,4,2,5,FAIL,no_winner
MOUNT_2025-07-24_6,2025-07-24,MOUNT,TG5+W,400,4,0,4,2,8,FAIL,no_winner
MOUNT_2025-07-24_7,2025-07-24,MOUNT,"Grade 5",410,6,1,5,1,8,FAIL,duplicate_positions
MOUNT_2025-07-24_8,2025-07-24,MOUNT,TG5+W,512,8,0,5,2,6,FAIL,no_winner
MOUNT_2025-07-24_9,2025-07-24,MOUNT,TG1-4W,305,4,1,4,1,7,FAIL,max_out_of_range
Q1L_2025-07-24_1,2025-07-24,Q1L,6,457,8,1,5,1,5,FAIL,duplicate_positions
Q1L_2025-07-24_10,2025-07-24,Q1L,5,457,5,0,3,2,4,FAIL,no_winner
Q1L_2025-07-24_11,2025-07-24,Q1L,5,457,5,0,4,2,7,FAIL,no_winner
Q1L_2025-07-24_12,2025-07-24,Q1L,4,390,7,1,5,1,6,FAIL,duplicate_positions
Q1L_2025-07-24_2,2025-07-24,Q1L,5,350,6,1,4,1,7,FAIL,duplicate_positions
Q1L_2025-07-24_3,2025-07-24,Q1L,5,366,5,1,4,1,4,FAIL,duplicate_positions
Q1L_2025-07-24_4,2025-07-24,Q1L,5,550,6,0,5,3,7,FAIL,no_winner
Q1L_2025-07-24_6,2025-07-24,Q1L,NG,660,5,0,2,2,5,FAIL,no_winner
Q1L_2025-07-24_7,2025-07-24,Q1L,5,350,7,1,5,1,6,FAIL,duplicate_positions
Q1L_2025-07-24_8,2025-07-24,Q1L,OPEN,642,6,1,5,1,6,FAIL,duplicate_positions
Q1L_2025-07-24_9,2025-07-24,Q1L,3/4,366,4,1,4,1,5,FAIL,max_out_of_range
QST_2025-07-24_1,2025-07-24,QST,M,300,7,0,5,2,7,FAIL,no_winner
QST_2025-07-24_10,2025-07-24,QST,M5,366,6,0,4,2,6,FAIL,no_winner
QST_2025-07-24_11,2025-07-24,QST,M5,366,5,0,3,5,8,FAIL,no_winner
QST_2025-07-24_12,2025-07-24,QST,M5,300,5,0,3,6,8,FAIL,no_winner
QST_2025-07-24_3,2025-07-24,QST,M,300,6,0,5,3,7,FAIL,no_winner
QST_2025-07-24_4,2025-07-24,QST,6,350,6,0,6,2,8,FAIL,no_winner
QST_2025-07-24_5,2025-07-24,QST,6,300,6,1,5,1,8,FAIL,duplicate_positions
QST_2025-07-24_6,2025-07-24,QST,5,350,7,1,6,1,8,FAIL,duplicate_positions
QST_2025-07-24_7,2025-07-24,QST,5,300,5,1,4,1,6,FAIL,duplicate_positions
QST_2025-07-24_8,2025-07-24,QST,5,350,5,0,4,2,8,FAIL,no_winner
QST_2025-07-24_9,2025-07-24,QST,5,390,7,0,3,3,7,FAIL,no_winner
RICH_2025-07-24_1,2025-07-24,RICH,M,401,5,0,4,2,5,FAIL,no_winner
RICH_2025-07-24_10,2025-07-24,RICH,M2/M3,324,7,1,6,1,7,FAIL,duplicate_positions
RICH_2025-07-24_11,2025-07-24,RICH,5,324,9,1,7,1,8,FAIL,duplicate_positions
RICH_2025-07-24_12,2025-07-24,RICH,5,720,7,0,5,2,8,FAIL,no_winner
RICH_2025-07-24_3,2025-07-24,RICH,NG1-4,324,7,0,6,2,7,FAIL,no_winner
RICH_2025-07-24_4,2025-07-24,RICH,5,324,7,0,3,6,8,FAIL,no_winner
RICH_2025-07-24_5,2025-07-24,RICH,5,450,7,0,4,2,6,FAIL,no_winner
RICH_2025-07-24_6,2025-07-24,RICH,NG1-4,324,6,0,4,2,6,FAIL,no_winner
RICH_2025-07-24_7,2025-07-24,RICH,5,324,7,1,5,1,8,FAIL,duplicate_positions
RICH_2025-07-24_8,2025-07-24,RICH,3/4,324,5,1,5,1,8,FAIL,max_out_of_range
RICH_2025-07-24_9,2025-07-24,RICH,5,324,6,1,5,1,7,FAIL,duplicate_positions
SAN_-_2025-07-24_1,2025-07-24,SAN_-,"Tier 3 - Maiden",435,5,1,5,1,6,FAIL,max_out_of_range
SAN_2025-07-24_1,2025-07-24,SAN,"Tier 3 - Maiden",435,5,1,5,1,6,FAIL,max_out_of_range
SAN_2025-07-24_10,2025-07-24,SAN,"Grade 5",595,5,1,5,1,7,FAIL,max_out_of_range
SAN_2025-07-24_11,2025-07-24,SAN,"Grade 5",515,6,0,4,2,7,FAIL,no_winner
SAN_2025-07-24_12,2025-07-24,SAN,"Grade 5",515,6,1,5,1,8,FAIL,duplicate_positions
SAN_2025-07-24_2,2025-07-24,SAN,"Grade 6",525,6,1,5,1,8,FAIL,duplicate_positions
SAN_2025-07-24_3,2025-07-24,SAN,"Maiden Final",515,4,1,3,1,5,FAIL,duplicate_positions
SAN_2025-07-24_4,2025-07-24,SAN,"Grade 5",640,5,1,4,1,7,FAIL,duplicate_positions
SAN_2025-07-24_5,2025-07-24,SAN,"Restricted Win Heat",595,6,1,4,1,4,FAIL,duplicate_positions
SAN_2025-07-24_6,2025-07-24,SAN,"S/E Heat",525,7,1,6,1,7,FAIL,duplicate_positions
SAN_2025-07-24_7,2025-07-24,SAN,"S/E Heat",525,6,0,5,4,8,FAIL,no_winner
SAN_2025-07-24_8,2025-07-24,SAN,"Grade 5",515,5,1,4,1,4,FAIL,duplicate_positions
SHEP_2025-07-24_1,2025-07-24,SHEP,"Tier 3 - Maiden",390,7,0,4,2,5,FAIL,no_winner
SHEP_2025-07-24_10,2025-07-24,SHEP,"Grade 5",390,4,0,3,2,7,FAIL,no_winner
SHEP_2025-07-24_11,2025-07-24,SHEP,"Grade 5",390,5,1,3,1,5,FAIL,duplicate_positions
SHEP_2025-07-24_12,2025-07-24,SHEP,"Grade 5",400,5,1,4,1,6,FAIL,duplicate_positions
SHEP_2025-07-24_13,2025-07-24,SHEP,"Grade 5",390,7,0,5,2,8,FAIL,no_winner
SHEP_2025-07-24_2,2025-07-24,SHEP,Maiden,390,5,0,3,5,7,FAIL,no_winner
SHEP_2025-07-24_3,2025-07-24,SHEP,"Tier 3 - Maiden",390,5,1,5,1,7,FAIL,max_out_of_range
SHEP_2025-07-24_4,2025-07-24,SHEP,"Tier 3 - Grade 7",300,5,0,5,2,7,FAIL,no_winner
SHEP_2025-07-24_5,2025-07-24,SHEP,"Grade 5 No Penalty",515,8,0,5,2,8,FAIL,no_winner
SHEP_2025-07-24_6,2025-07-24,SHEP,"Grade 5 T3",450,7,1,4,1,7,FAIL,duplicate_positions
SHEP_2025-07-24_8,2025-07-24,SHEP,"Grade 5",425,5,0,4,2,6,FAIL,no_winner
SHEP_2025-07-24_9,2025-07-24,SHEP,"Tier 3 - Grade 6",390,8,0,4,3,7,FAIL,no_winner
WARRAGUL_-_2025-07-24_5,2025-07-24,WARRAGUL_-,"Grade 5",460,6,0,3,5,7,FAIL,no_winner
WARRAGUL_-_2025-07-24_7,2025-07-24,WARRAGUL_-,"Grade 5",390,7,1,6,1,6,FAIL,duplicate_positions
WAR_2025-07-24_1,2025-07-24,WAR,M,305,4,0,4,3,7,FAIL,no_winner
WAR_2025-07-24_10,2025-07-24,WAR,"Mixed 4/5",450,5,1,5,1,6,FAIL,max_out_of_range
WAR_2025-07-24_11,2025-07-24,WAR,"Grade 5",390,7,0,4,2,6,FAIL,no_winner
WAR_2025-07-24_12,2025-07-24,WAR,"Grade 5",390,3,1,3,1,4,FAIL,max_out_of_range
WAR_2025-07-24_13,2025-07-24,WAR,"Grade 5",390,6,1,5,1,6,FAIL,duplicate_positions
WAR_2025-07-24_2,2025-07-24,WAR,"Grade 6",410,4,0,3,2,5,FAIL,no_winner
WAR_2025-07-24_4,2025-07-24,WAR,"Restricted Win Final",485,3,0,2,2,8,FAIL,no_winner
WAR_2025-07-24_5,2025-07-24,WAR,"Grade 5 Heat",460,5,0,4,2,5,FAIL,no_winner
WAR_2025-07-24_6,2025-07-24,WAR,"Restricted Win Heat",450,7,1,4,1,5,FAIL,duplicate_positions
WAR_2025-07-24_7,2025-07-24,WAR,"Grade 5",410,6,1,5,1,7,FAIL,duplicate_positions
WAR_2025-07-24_8,2025-07-24,WAR,"Mixed 4/5",450,5,0,3,2,4,FAIL,no_winner
WAR_2025-07-24_9,2025-07-24,WAR,"Mixed 3/4",390,4,1,4,1,6,FAIL,max_out_of_range
WPK_-_2025-07-24_1,2025-07-24,WPK_-,5,520,5,0,2,2,4,FAIL,no_winner
WPK_-_2025-07-24_8,2025-07-24,WPK_-,4/5,515,4,1,4,1,7,FAIL,max_out_of_range
WRGL_2025-07-24_1,2025-07-24,WRGL,Maiden,300,6,0,5,2,8,FAIL,no_winner
WRGL_2025-07-24_10,2025-07-24,WRGL,"Grade 5",435,5,0,4,2,8,FAIL,no_winner
WRGL_2025-07-24_11,2025-07-24,WRGL,"Grade 5",400,6,1,5,1,7,FAIL,duplicate_positions
WRGL_2025-07-24_12,2025-07-24,WRGL,"Grade 5 Heat",400,5,0,2,4,6,FAIL,no_winner
WRGL_2025-07-24_3,2025-07-24,WRGL,"Grade 5",400,5,0,4,4,7,FAIL,no_winner
WRGL_2025-07-24_4,2025-07-24,WRGL,"Grade 5 T3",435,7,0,4,5,8,FAIL,no_winner
WRGL_2025-07-24_5,2025-07-24,WRGL,"Grade 5",460,6,0,3,5,7,FAIL,no_winner
WRGL_2025-07-24_6,2025-07-24,WRGL,"Grade 5",460,5,1,4,1,8,FAIL,duplicate_positions
WRGL_2025-07-24_7,2025-07-24,WRGL,"Grade 5",390,7,1,6,1,6,FAIL,duplicate_positions
WRGL_2025-07-24_8,2025-07-24,WRGL,"Grade 5",515,3,0,3,2,8,FAIL,no_winner
WRGL_2025-07-24_9,2025-07-24,WRGL,"Grade 5 T3",435,5,0,3,4,8,FAIL,no_winner
W_PK_2025-07-24_1,2025-07-24,W_PK,5,520,5,0,2,2,4,FAIL,no_winner
W_PK_2025-07-24_10,2025-07-24,W_PK,5,520,5,1,4,1,6,FAIL,duplicate_positions
W_PK_2025-07-24_11,2025-07-24,W_PK,5,630,6,0,3,3,6,FAIL,no_winner
W_PK_2025-07-24_2,2025-07-24,W_PK,4,400,7,1,6,1,8,FAIL,duplicate_positions
W_PK_2025-07-24_3,2025-07-24,W_PK,MX,450,4,0,3,5,7,FAIL,no_winner
W_PK_2025-07-24_4,2025-07-24,W_PK,5,520,4,0,3,2,5,FAIL,no_winner
W_PK_2025-07-24_5,2025-07-24,W_PK,5,520,5,0,3,2,5,FAIL,no_winner
W_PK_2025-07-24_6,2025-07-24,W_PK,5,720,4,1,4,1,8,FAIL,max_out_of_range
W_PK_2025-07-24_9,2025-07-24,W_PK,5,520,5,0,3,3,5,FAIL,no_winner
BAL_-_2025-07-23_4,2025-07-23,BAL_-,"Grade 5",450,4,0,3,2,7,FAIL,no_winner
BAL_2025-07-23_1,2025-07-23,BAL,Maiden,390,4,0,4,2,8,FAIL,no_winner
BAL_2025-07-23_10,2025-07-23,BAL,"Mixed 6/7",460,3,1,2,1,3,FAIL,duplicate_positions
BAL_2025-07-23_11,2025-07-23,BAL,"Mixed 4/5",400,5,1,4,1,8,FAIL,duplicate_positions
BAL_2025-07-23_13,2025-07-23,BAL,"Grade 5",435,6,1,5,1,8,FAIL,duplicate_positions
BAL_2025-07-23_2,2025-07-23,BAL,"Grade 5",595,4,0,3,3,7,FAIL,no_winner
BAL_2025-07-23_3,2025-07-23,BAL,"Grade 5",600,5,0,4,3,7,FAIL,no_winner
BAL_2025-07-23_4,2025-07-23,BAL,"Grade 5",450,4,0,3,2,7,FAIL,no_winner
BAL_2025-07-23_6,2025-07-23,BAL,"Grade 5 Heat",460,5,1,5,1,6,FAIL,max_out_of_range
BAL_2025-07-23_7,2025-07-23,BAL,"Grade 5",515,6,1,4,1,5,FAIL,duplicate_positions
BAL_2025-07-23_8,2025-07-23,BAL,"Grade 5",545,6,1,5,1,6,FAIL,duplicate_positions
BAL_2025-07-23_9,2025-07-23,BAL,Maiden,390,4,1,3,1,3,FAIL,duplicate_positions
BEN_2025-07-23_1,2025-07-23,BEN,"Tier 3 - Maiden",450,5,0,4,2,8,FAIL,no_winner
BEN_2025-07-23_10,2025-07-23,BEN,"Grade 7",425,6,0,3,3,8,FAIL,no_winner
BEN_2025-07-23_11,2025-07-23,BEN,"Restricted Win",425,4,1,3,1,6,FAIL,duplicate_positions
BEN_2025-07-23_12,2025-07-23,BEN,"Restricted Win",410,6,1,4,1,4,FAIL,duplicate_positions
BEN_2025-07-23_13,2025-07-23,BEN,"Tier 3 - Restricted Win",450,4,0,3,3,6,FAIL,no_winner
BEN_2025-07-23_2,2025-07-23,BEN,Maiden,425,3,0,3,2,8,FAIL,no_winner
BEN_2025-07-23_3,2025-07-23,BEN,"Tier 3 - Maiden",425,4,0,2,4,6,FAIL,no_winner
BEN_2025-07-23_4,2025-07-23,BEN,"Restricted Win",425,6,0,5,2,7,FAIL,no_winner
BEN_2025-07-23_5,2025-07-23,BEN,"Grade 5 T3",425,6,0,5,2,8,FAIL,no_winner
BEN_2025-07-23_6,2025-07-23,BEN,Maiden,450,5,1,4,1,7,FAIL,duplicate_positions
BEN_2025-07-23_7,2025-07-23,BEN,"Tier 3 - Grade 7",450,5,1,3,1,6,FAIL,duplicate_positions
BEN_2025-07-23_8,2025-07-23,BEN,"Grade 5 T3",450,6,0,4,4,7,FAIL,no_winner
BEN_2025-07-23_9,2025-07-23,BEN,"Tier 3 - Grade 7",425,6,0,4,3,8,FAIL,no_winner
CANN_2025-07-23_1,2025-07-23,CANN,6,275,6,0,5,2,8,FAIL,no_winner
CANN_2025-07-23_10,2025-07-23,CANN,6,381,6,0,5,3,7,FAIL,no_winner
CANN_2025-07-23_12,2025-07-23,CANN,5,381,5,1,5,1,7,FAIL,max_out_of_range
CANN_2025-07-23_2,2025-07-23,CANN,5/6,300,8,1,6,1,8,FAIL,duplicate_positions
CANN_2025-07-23_3,2025-07-23,CANN,M,381,7,0,6,2,8,FAIL,no_winner
CANN_2025-07-23_4,2025-07-23,CANN,M,400,7,0,5,2,8,FAIL,no_winner
CANN_2025-07-23_5,2025-07-23,CANN,M,520,6,0,2,2,3,FAIL,no_winner
CANN_2025-07-23_7,2025-07-23,CANN,M,488,7,1,5,1,8,FAIL,duplicate_positions
CANN_2025-07-23_8,2025-07-23,CANN,NOV,400,7,0,5,2,7,FAIL,no_winner
CANN_2025-07-23_9,2025-07-23,CANN,5/6,520,6,0,5,2,7,FAIL,no_winner
DAR_2025-07-23_1,2025-07-23,DAR,5/M,312,5,1,4,1,5,FAIL,duplicate_positions
DAR_2025-07-23_2,2025-07-23,DAR,OPEN,383,5,1,4,1,6,FAIL,duplicate_positions
DAR_2025-07-23_3,2025-07-23,DAR,5,383,5,0,5,3,8,FAIL,no_winner
DAR_2025-07-23_5,2025-07-23,DAR,4,312,5,0,3,3,7,FAIL,no_winner
MEA_2025-07-23_1,2025-07-23,MEA,Maiden,460,3,0,2,2,5,FAIL,no_winner
MEA_2025-07-23_10,2025-07-23,MEA,"Grade 5 No Penalty",515,4,0,4,3,6,FAIL,no_winner
MEA_2025-07-23_11,2025-07-23,MEA,"Grade 5 T3",525,6,0,5,2,8,FAIL,no_winner
MEA_2025-07-23_12,2025-07-23,MEA,"Grade 5 T3",525,4,0,4,3,7,FAIL,no_winner
MEA_2025-07-23_2,2025-07-23,MEA,Maiden,525,4,0,3,3,6,FAIL,no_winner
MEA_2025-07-23_3,2025-07-23,MEA,Maiden,460,3,0,2,2,3,FAIL,no_winner
MEA_2025-07-23_4,2025-07-23,MEA,Maiden,525,5,1,5,1,8,FAIL,max_out_of_range
MEA_2025-07-23_5,2025-07-23,MEA,"Grade 5",515,8,1,6,1,8,FAIL,duplicate_positions
MEA_2025-07-23_6,2025-07-23,MEA,"Grade 5",515,6,1,3,1,4,FAIL,duplicate_positions
MEA_2025-07-23_8,2025-07-23,MEA,"Grade 5",450,5,0,4,2,7,FAIL,no_winner
MEA_2025-07-23_9,2025-07-23,MEA,"Grade 6",390,4,1,4,1,7,FAIL,max_out_of_range
Q1L_2025-07-23_1,2025-07-23,Q1L,M,352,3,0,3,3,6,FAIL,no_winner
Q1L_2025-07-23_2,2025-07-23,Q1L,M,300,6,0,5,3,8,FAIL,no_winner
RICH_2025-07-23_1,2025-07-23,RICH,M,320,6,0,6,2,8,FAIL,no_winner
RICH_2025-07-23_10,2025-07-23,RICH,4/5,401,7,1,6,1,8,FAIL,duplicate_positions
RICH_2025-07-23_12,2025-07-23,RICH,5,320,7,1,5,1,8,FAIL,duplicate_positions
RICH_2025-07-23_2,2025-07-23,RICH,M,320,4,0,3,3,6,FAIL,no_winner
RICH_2025-07-23_3,2025-07-23,RICH,M,320,4,0,4,2,8,FAIL,no_winner
RICH_2025-07-23_4,2025-07-23,RICH,5,320,6,0,6,3,8,FAIL,no_winner
RICH_2025-07-23_5,2025-07-23,RICH,4/5,401,6,1,3,1,5,FAIL,duplicate_positions
RICH_2025-07-23_6,2025-07-23,RICH,5,401,6,1,4,1,5,FAIL,duplicate_positions
RICH_2025-07-23_7,2025-07-23,RICH,5,401,6,0,3,2,6,FAIL,no_winner
