calculated_probability,hit_rate
0.0,0.0015372790161414297
0.1,0.16666666666666666
0.2,0.21428571428571427
0.30000000000000004,0.0
0.4,0.6
0.5,0.35537190082644626
0.6000000000000001,0.6491499227202473
0.7000000000000001,1.0
0.8,0.7758620689655172
0.9,1.0
