timestamp,event,test_type,status,warnings,source_file,line_number,win_calibrator,place_calibrator,trained_at,missing_feature,impact,test_cases,results,error,error_detail,requires_fix,calibrated_win,calibrated_place,win_applied,place_applied,results_summary,strong_value_bet.win_prob,strong_value_bet.market_odds,strong_value_bet.expected_value,strong_value_bet.edge,strong_value_bet.kelly_fraction,odds_found,expected_behavior,fallback_working,win_prob,confidence,has_value,expected_value,overall_status,calibration_tests.total,calibration_tests.passed,calibration_tests.failed,ev_tests.total,ev_tests.passed,ev_tests.failed,critical_issues,actions,race_id,action,ts,sha256_of_payload,details.component,details.original_path,details.actual_path,details.content_length,details.encoding,details.preview_mode,script,details.note,details.error,details.total_files,details.categories,details.category_counts.python,details.category_counts.config,details.category_counts.docs,details.category_counts.other,details.category_counts.templates,details.category_counts.database,details.category_counts.static,details.category_counts.logs,details.category_counts.data,details.category_counts.vcs,details.category_counts.models,details.category_counts.migrations,details.path,details.files,details.files_inventoried,details.total_size_mb,details.packages,details.env_vars,details.required_keys_found,details.python_version,details.env_file_exists,details.files_checked,details.total_anomalies,details.directory,details.file,details.filename_date,details.csv_dates_count,details.violations,details.violations_found,details.clean,details.databases_found,details.database,details.backup_path,details.size,details.models_found,details.model,details.verified,details.manifest,details.summary,details.databases_backed_up,details.models_backed_up,details.errors,details.count,details.routes,details.routes_collected,details.bundle_path,details.bundle_created,details.total_python_files,details.total_databases,details.total_models,details.total_disk_usage,details.most_recent_bundle_size_bytes,modules_to_check,module,details.step,details.import_success,details.module_attributes.has_classes,details.module_attributes.has_functions,details.module_attributes.main_classes,details.module_attributes.main_functions,details.module_attributes.module_docstring,details.module_attributes.module_file,details.test_results.module_functions_tested,details.test_results.class_tests_run,details.test_results.errors,details.summary.total_tests_attempted,details.summary.errors_encountered,details.summary.has_test_methods,summary.total_modules,summary.processed_successfully,summary.log_file,details.error.error_type,details.error.error_message,details.error.traceback,level,message,component,file,cache_status,validation_errors,outcome,reference_size,current_size,drift_detected,correlation_alerts,method,summary.high_drift_features,summary.moderate_drift_features,log_type,error_type,stack_trace,context.error_code,context.additional_data
2025-08-02 05:29:24.605919+00:00,,,info,,project_snapshot.jsonl,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_database,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greyhound_racing_data.db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:25.120071+00:00,,,success,,project_snapshot.jsonl,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_database,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greyhound_racing_data.db,backups/db/greyhound_racing_data_backup_20250802_152924.db,41353216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.756450+00:00,,,info,,project_snapshot.jsonl,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,find_models,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.784979+00:00,,,success,,project_snapshot.jsonl,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/comprehensive_trained_models/comprehensive_best_model_20250731.joblib,4744389.0,,comprehensive_trained_models/comprehensive_best_model_20250731.joblib,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.791713+00:00,,,success,,project_snapshot.jsonl,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/venv/lib/python3.13/site-packages/joblib/test/data/joblib_0.10.0_pickle_py34_np19.pkl,1068.0,,venv/lib/python3.13/site-packages/joblib/test/data/joblib_0.10.0_pickle_py34_np19.pkl,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.797273+00:00,,,success,,project_snapshot.jsonl,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/venv/lib/python3.13/site-packages/zope.event-5.1.1-py3.12-nspkg.pth,457.0,,venv/lib/python3.13/site-packages/zope.event-5.1.1-py3.12-nspkg.pth,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.802064+00:00,,,success,,project_snapshot.jsonl,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/venv/lib/python3.13/site-packages/distutils-precedence.pth,151.0,,venv/lib/python3.13/site-packages/distutils-precedence.pth,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.806803+00:00,,,success,,project_snapshot.jsonl,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/model_registry/models/gradient_boosting_optimized_migrated_model_20250727_202331_scaler.joblib,1279.0,,model_registry/models/gradient_boosting_optimized_migrated_model_20250727_202331_scaler.joblib,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.821203+00:00,,,success,,project_snapshot.jsonl,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/archive/duplicate_model_dirs_step2/ml_models_v3/ml_model_v3_20250730_142236.joblib,1392012.0,,archive/duplicate_model_dirs_step2/ml_models_v3/ml_model_v3_20250730_142236.joblib,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.844929+00:00,,,success,,project_snapshot.jsonl,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/model_registry/models/unknown_model_migrated_model_20250727_202336_model.joblib,882025.0,,model_registry/models/unknown_model_migrated_model_20250727_202336_model.joblib,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.898430+00:00,,,success,,project_snapshot.jsonl,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/model_registry/models/et_natural_migrated_model_20250727_202333_model.joblib,8439945.0,,model_registry/models/et_natural_migrated_model_20250727_202333_model.joblib,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.904028+00:00,,,success,,project_snapshot.jsonl,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/venv/lib/python3.13/site-packages/statsmodels/tsa/statespace/tests/results/sm-0.9-sarimax.pkl,6653.0,,venv/lib/python3.13/site-packages/statsmodels/tsa/statespace/tests/results/sm-0.9-sarimax.pkl,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.908493+00:00,,,success,,project_snapshot.jsonl,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/venv/lib/python3.13/site-packages/joblib/test/data/joblib_0.9.2_pickle_py33_np18.pkl,691.0,,venv/lib/python3.13/site-packages/joblib/test/data/joblib_0.9.2_pickle_py33_np18.pkl,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.934790+00:00,,,success,,project_snapshot.jsonl,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/archive/old_models/advanced_ml_model_test_20250728_180915.joblib,1235087.0,,archive/old_models/advanced_ml_model_test_20250728_180915.joblib,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.989281+00:00,,,success,,project_snapshot.jsonl,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/model_registry/models/et_light_balanced_migrated_model_20250727_202334_model.joblib,9054057.0,,model_registry/models/et_light_balanced_migrated_model_20250727_202334_model.joblib,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:51.995369+00:00,,,success,,project_snapshot.jsonl,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/model_registry/models/et_light_balanced_migrated_model_20250727_202334_scaler.joblib,3095.0,,model_registry/models/et_light_balanced_migrated_model_20250727_202334_scaler.joblib,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 05:29:52.048322+00:00,,,success,,project_snapshot.jsonl,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project_snapshot,backup_model,,,,,,,,,backup_db_and_models.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backups/models/comprehensive_trained_models/automated_best_model_20250727_130945.joblib,8444073.0,,comprehensive_trained_models/automated_best_model_20250727_130945.joblib,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
