calculated_probability,hit_rate
0.0,0.0012800819252432156
0.1,0.16666666666666666
0.2,0.23333333333333334
0.30000000000000004,0.0
0.4,0.6666666666666666
0.5,0.35398230088495575
0.6000000000000001,0.6489859594383776
0.7000000000000001,1.0
0.8,0.8181818181818182
0.9,
